danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,artist_genres,track_name,artist_name,album,user
0.429,0.668,-7.539,0.044,0.208,0.0,0.538,0.398,77.737,0WNGPpmWqzPnk0psUhJ3SX,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,"['glam rock', 'protopunk']",All the Young Dudes,Mott The Hoople,All The Young Dudes (Expanded Edition),Arielle
0.558,0.522,-9.161,0.0278,0.112,0.0273,0.0686,0.674,179.982,5hS8s1Vf4CeSRBT1bTWa39,spotify:track:5hS8s1Vf4CeSRBT1bTWa39,"['indie pop', 'pov: indie', 'psychedelic pop']",Roddy,Djo,Twenty Twenty,Arielle
0.583,0.759,-7.03,0.0442,0.0032,0.0343,0.0936,0.215,103.021,4lUUUKvJzMa4uq9943vkHy,spotify:track:4lUUUKvJzMa4uq9943vkHy,['socal indie'],Happy People,Greer,Happy People,Arielle
0.587,0.869,-5.304,0.0318,0.00938,0.0,0.132,0.734,113.77,5uB3cnt54x4akRQHVKVy3Z,spotify:track:5uB3cnt54x4akRQHVKVy3Z,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",Instant Crush - Unpeeled,Cage The Elephant,Unpeeled,Arielle
0.703,0.578,-9.103,0.0728,0.446,0.0024,0.102,0.67,105.204,2FwDApgXk91kXvqy2oB7dz,spotify:track:2FwDApgXk91kXvqy2oB7dz,"['art pop', 'brooklyn indie', 'chamber pop', 'countrygaze', 'indie pop', 'indie rock', 'small room']",Simulation Swarm,Big Thief,Dragon New Warm Mountain I Believe In You,Arielle
0.511,0.472,-9.277,0.091,0.534,0.614,0.11,0.0399,127.978,38WyDtxZhxm63jiythwemE,spotify:track:38WyDtxZhxm63jiythwemE,"['art pop', 'metropopolis', 'nz pop', 'pop']",Ribs,Lorde,Pure Heroine,Arielle
0.593,0.749,-5.67,0.0475,0.0113,0.106,0.314,0.649,164.959,5ruzrDWcT0vuJIOMW7gMnW,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",The Adults Are Talking,The Strokes,The New Abnormal,Arielle
0.716,0.735,-7.062,0.0272,0.341,0.000134,0.0969,0.694,124.001,1oWnDC5OoMPPosVY2cdXgT,spotify:track:1oWnDC5OoMPPosVY2cdXgT,"['indie folk', 'stomp and holler']",Lavender Girl,Caamp,Lavender Days,Arielle
0.665,0.492,-7.657,0.0262,0.0771,1.44e-06,0.0884,0.438,142.062,53XiAFWzn7cGwHF86nnUAt,spotify:track:53XiAFWzn7cGwHF86nnUAt,"['bubblegrunge', 'folk punk', 'indie punk', 'modern power pop']",10-Sep,Jeff Rosenstock,POST-,Arielle
0.58,0.482,-5.357,0.0279,0.753,0.000958,0.073,0.199,67.616,53XM8O6sQ4YzCq2jYgXuC6,spotify:track:53XM8O6sQ4YzCq2jYgXuC6,"['australian reggae fusion', 'australian surf rock', 'reggae fusion']",Cyclone (The Village Sessions),Sticky Fingers,Cyclone (The Village Sessions),Arielle
0.503,0.643,-6.494,0.0407,0.0261,2.27e-05,0.314,0.43,169.955,0jkzxxDG8z3Y5OmfNl1VM0,spotify:track:0jkzxxDG8z3Y5OmfNl1VM0,['pov: indie'],Homesick,Noah Kahan,Stick Season,Arielle
0.348,0.875,-4.758,0.199,0.0341,0.0,0.117,0.407,169.152,2zzLRQ78kKfPTx8FJQCdC2,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",When The Sun Goes Down,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",Arielle
0.477,0.93,-2.347,0.051,0.0185,0.0,0.202,0.779,150.072,1iXtTFvDXtL4sr5GOc2tXx,spotify:track:1iXtTFvDXtL4sr5GOc2tXx,"['nashville indie', 'pov: indie']",Paradise,Briston Maroney,Paradise,Arielle
0.436,0.871,-4.446,0.0384,0.00319,0.000473,0.114,0.71,138.743,4cQIbDqCZrHknxlDUjRHZ0,spotify:track:4cQIbDqCZrHknxlDUjRHZ0,"['modern rock', 'rock']",Supersoaker,Kings of Leon,Mechanical Bull (Expanded Edition),Arielle
0.744,0.619,-9.805,0.039,0.598,0.00372,0.231,0.641,112.997,7B3z0ySL9Rr0XvZEAjWZzM,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,"['bedroom pop', 'indie pop', 'pov: indie']",Sofia,Clairo,Immunity,Arielle
0.52,0.852,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,58ge6dfP91o9oXMzq3XkIS,spotify:track:58ge6dfP91o9oXMzq3XkIS,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",505,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),Arielle
0.613,0.64,-7.637,0.0338,0.286,0.0,0.15,0.441,129.853,5kBYMymc2d3h164QqEHwRL,spotify:track:5kBYMymc2d3h164QqEHwRL,"['nashville indie', 'pov: indie']",Small Talk,Briston Maroney,Indiana,Arielle
0.643,0.849,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,"['alternative metal', 'alternative rock', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",The Middle,Jimmy Eat World,Bleed American,Arielle
0.504,0.623,-9.564,0.0307,0.0486,0.918,0.257,0.219,81.648,2ju5TLC9mW2FAhXjKn0hMb,spotify:track:2ju5TLC9mW2FAhXjKn0hMb,[],Swell,The Vacant Shapes,Furniture Rearranged,Arielle
0.419,0.693,-6.077,0.0345,0.419,4.96e-06,0.162,0.488,111.088,3cU9b4vb5yzyM12RXJ1k3s,spotify:track:3cU9b4vb5yzyM12RXJ1k3s,"['britpop', 'garage rock', 'garage rock revival', 'modern rock']",Music When The Lights Go Out,The Libertines,The Libertines,Arielle
0.631,0.625,-10.73,0.0374,0.134,0.0196,0.117,0.305,155.987,6tZetCGfhxPh5ZIKCGmaKq,spotify:track:6tZetCGfhxPh5ZIKCGmaKq,"['chamber pop', 'indie folk', 'indie rock', 'new americana', 'stomp and holler']",The Bottom of It,Fruit Bats,Gold Past Life,Arielle
0.415,0.782,-6.745,0.0461,0.0011,0.0,0.14,0.563,135.029,6UP5zTAuR4NFc1uZ3MHjvA,spotify:track:6UP5zTAuR4NFc1uZ3MHjvA,"['irish punk', 'mod revival', 'new wave', 'northern irish punk', 'punk']",Teenage Kicks,The Undertones,The Undertones,Arielle
0.557,0.277,-9.92,0.035,0.797,0.0,0.0984,0.248,76.328,7Js4OF5MUb2bqJe09g4uQE,spotify:track:7Js4OF5MUb2bqJe09g4uQE,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",Oh! You Pretty Things - 2015 Remaster,David Bowie,Hunky Dory (2015 Remaster),Arielle
0.388,0.291,-12.952,0.0421,0.774,1.93e-05,0.0874,0.51,83.943,4PwWESSlTwzvw9B7bmtTLS,spotify:track:4PwWESSlTwzvw9B7bmtTLS,"['chamber pop', 'countrygaze', 'indie pop', 'small room']",anything,Adrianne Lenker,songs,Arielle
0.33,0.917,-7.802,0.132,7.75e-05,0.022,0.408,0.419,199.482,2rbzhri93oQJQdknDGGntO,spotify:track:2rbzhri93oQJQdknDGGntO,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Coven,Thornhill,The Dark Pool,Justin
0.57,0.483,-8.368,0.309,0.201,8.89e-05,0.282,0.359,89.916,4uaA3hOR4f9vDHsoP2SAyM,spotify:track:4uaA3hOR4f9vDHsoP2SAyM,['indie poptimism'],PS1,EDEN,ICYMI,Justin
0.324,0.928,-7.419,0.0954,2.69e-05,0.000878,0.332,0.425,200.078,1XAiQR21PTb9Ze3LUuOL98,spotify:track:1XAiQR21PTb9Ze3LUuOL98,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Nurture,Thornhill,The Dark Pool,Justin
0.43,0.964,-7.595,0.0892,3.31e-05,0.519,0.818,0.243,135.042,5lidYkJnqNafJdhS9UgofX,spotify:track:5lidYkJnqNafJdhS9UgofX,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Lily & The Moon,Thornhill,The Dark Pool,Justin
0.17,0.923,-7.622,0.111,0.000183,0.0279,0.494,0.26,170.041,60hlLMkJKy6pXtPMHspJao,spotify:track:60hlLMkJKy6pXtPMHspJao,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Where We Go When We Die,Thornhill,The Dark Pool,Justin
0.364,0.884,-5.21,0.177,0.00632,0.0,0.828,0.506,140.061,2YGfjeZvYJyy1BQrbsLmGr,spotify:track:2YGfjeZvYJyy1BQrbsLmGr,"['neon pop punk', 'pixie', 'pop punk', 'pov: indie', 'texas pop punk']",REAL SUPER DARK,Waterparks,INTELLECTUAL PROPERTY,Justin
0.41,0.985,-2.189,0.136,2.01e-05,0.00671,0.226,0.373,80.351,6IZ7Pg6C3vduV2gQsycrYS,spotify:track:6IZ7Pg6C3vduV2gQsycrYS,[],grayout,thrown,grayout,Justin
0.283,0.921,-4.414,0.121,0.000119,0.163,0.138,0.367,169.974,3zwdN4h7DNlGlm3w4KylOM,spotify:track:3zwdN4h7DNlGlm3w4KylOM,"['melodic metalcore', 'metalcore', 'progressive deathcore']",Remember Me,Currents,The Death We Seek,Justin
0.514,0.912,-7.782,0.108,0.000179,0.085,0.122,0.154,122.067,6MNT8Yz0peis2saHdUjIES,spotify:track:6MNT8Yz0peis2saHdUjIES,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Views From The Sun,Thornhill,The Dark Pool,Justin
0.414,0.87,-3.908,0.0975,0.00118,9.26e-06,0.119,0.439,164.249,6ERSCeGFBSwvHCvBjwrmwE,spotify:track:6ERSCeGFBSwvHCvBjwrmwE,['american metalcore'],Take Me First,Bad Omens,THE DEATH OF PEACE OF MIND,Justin
0.598,0.919,-4.294,0.145,0.00129,5.82e-06,0.375,0.39,140.041,32G9HklEX4SellyfQnkxqT,spotify:track:32G9HklEX4SellyfQnkxqT,"['neon pop punk', 'pixie', 'pop punk', 'pov: indie', 'texas pop punk']",RITUAL,Waterparks,INTELLECTUAL PROPERTY,Justin
0.366,0.874,-4.311,0.0516,5.44e-06,0.0713,0.277,0.226,84.987,305Zplio7ipZsFs0cZPBQu,spotify:track:305Zplio7ipZsFs0cZPBQu,"['melodic metalcore', 'metalcore', 'progressive deathcore']",So Alone,Currents,The Death We Seek,Justin
0.281,0.882,-8.584,0.0702,0.00296,0.849,0.273,0.263,195.004,5QlZjjfdxy6RB9Ha4Mxt6C,spotify:track:5QlZjjfdxy6RB9Ha4Mxt6C,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Red Summer,Thornhill,The Dark Pool,Justin
0.417,0.95,-6.502,0.0852,0.00167,0.013,0.93,0.16,161.172,3q7kMFce0TnDafVUzq8IpE,spotify:track:3q7kMFce0TnDafVUzq8IpE,['canadian metalcore'],Holy Roller,Spiritbox,Eternal Blue,Justin
0.346,0.983,-2.023,0.156,5.09e-05,0.00888,0.102,0.466,199.967,6CpQSfRhXNm5O0cRoXJIh8,spotify:track:6CpQSfRhXNm5O0cRoXJIh8,[],dwell,thrown,EXTENDED PAIN,Justin
0.396,0.964,-4.509,0.0881,9.25e-06,0.015,0.339,0.531,162.036,0LE3IvKbdX0K60ajO7KdEe,spotify:track:0LE3IvKbdX0K60ajO7KdEe,"['melodic metalcore', 'metalcore', 'progressive deathcore']",Vengeance,Currents,The Death We Seek,Justin
0.545,0.989,-2.528,0.0865,0.000289,0.000395,0.39,0.545,103.501,1bmDf8qcqTcwAgWKpFIF8K,spotify:track:1bmDf8qcqTcwAgWKpFIF8K,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",Hypermania,Polaris,The Death of Me,Justin
0.387,0.94,-3.018,0.146,0.000352,3.18e-06,0.628,0.456,167.91,19vHgVS1aukRiQWhTqfKnE,spotify:track:19vHgVS1aukRiQWhTqfKnE,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",DArkSide,Bring Me The Horizon,DArkSide,Justin
0.475,0.98,-5.002,0.0914,8.44e-05,0.0562,0.315,0.119,105.005,5Hs3FaBdK1GtuxLUGnn4Jo,spotify:track:5Hs3FaBdK1GtuxLUGnn4Jo,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Arkangel,Thornhill,Heroine,Justin
0.209,0.944,-4.104,0.103,8.65e-06,0.1,0.404,0.247,113.301,0VwEIRp1gZihPBqQVKBd9w,spotify:track:0VwEIRp1gZihPBqQVKBd9w,"['melodic metalcore', 'metalcore', 'progressive deathcore']",The Death We Seek,Currents,The Death We Seek,Justin
0.601,0.476,-7.844,0.274,0.395,0.0,0.586,0.687,80.294,67CTulFr2WuyuG1tnSSeBH,spotify:track:67CTulFr2WuyuG1tnSSeBH,['indie poptimism'],Modern Warfare,EDEN,ICYMI,Justin
0.457,0.834,-4.674,0.0817,0.00252,0.00125,0.1,0.201,140.032,1H4Y9uW4N0LsxJUz0VnaPJ,spotify:track:1H4Y9uW4N0LsxJUz0VnaPJ,['american metalcore'],Just Pretend,Bad Omens,THE DEATH OF PEACE OF MIND,Justin
0.281,0.973,-4.321,0.135,3.29e-05,0.0217,0.331,0.132,183.917,04wZCMp09RzbRA8qoxjsTF,spotify:track:04wZCMp09RzbRA8qoxjsTF,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Leather Wings,Thornhill,Heroine,Justin
0.364,0.863,-4.871,0.0621,2.38e-05,0.0253,0.112,0.111,99.473,2QU5VC9WgWdbktHKBrKKNX,spotify:track:2QU5VC9WgWdbktHKBrKKNX,"['melodic metalcore', 'metalcore', 'progressive deathcore']",Unfamiliar,Currents,The Death We Seek,Justin
0.486,0.953,-3.468,0.0878,0.000139,0.00243,0.14,0.592,138.032,6V5RvNdSqdEDshRKhsiCEH,spotify:track:6V5RvNdSqdEDshRKhsiCEH,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",All of This Is Fleeting,Polaris,The Death of Me,Justin
0.422,0.874,-4.606,0.0534,0.000166,0.231,0.143,0.392,102.743,6I5zXzSDByTEmYZ7ePVQeB,spotify:track:6I5zXzSDByTEmYZ7ePVQeB,['canadian metalcore'],Circle With Me,Spiritbox,Eternal Blue,Justin
0.456,0.915,-4.508,0.206,0.000696,9.95e-05,0.428,0.403,154.946,0xoyUiHhxVH4gwb0CRgNmg,spotify:track:0xoyUiHhxVH4gwb0CRgNmg,['american metalcore'],Like A Villain,Bad Omens,THE DEATH OF PEACE OF MIND,Justin
0.42,0.99,-4.779,0.12,6.28e-06,0.459,0.45,0.239,95.008,0boRYCi86zNhMR1wzi3YnR,spotify:track:0boRYCi86zNhMR1wzi3YnR,"['nu-metalcore', 'progressive metalcore', 'uk metalcore']",Broken Vision Rhythm,Loathe,I Let It in and It Took Everything,Justin
0.405,0.971,-2.486,0.0587,1.97e-05,0.000181,0.207,0.602,175.056,6gjrANvCefyvGHyzdquLSA,spotify:track:6gjrANvCefyvGHyzdquLSA,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",Creatures of Habit,Polaris,The Death of Me,Justin
0.387,0.948,-4.053,0.102,8.37e-05,0.0192,0.0878,0.165,85.502,1ZdDr1zM46JxFu2ugQc1mE,spotify:track:1ZdDr1zM46JxFu2ugQc1mE,['canadian metalcore'],Jaded,Spiritbox,Jaded,Justin
0.442,0.972,-7.641,0.112,2.36e-05,0.0815,0.114,0.092,92.508,25vhxpeK65FAuLNXGAISSx,spotify:track:25vhxpeK65FAuLNXGAISSx,"['australian metalcore', 'australian post-hardcore', 'metalcore']",In My Skin,Thornhill,The Dark Pool,Justin
0.472,0.947,-3.124,0.204,0.000338,0.0,0.071,0.459,161.108,12D1KLVjHdKiAckFi6ZEP1,spotify:track:12D1KLVjHdKiAckFi6ZEP1,['pop punk'],Safe And Sound,Point North,Prepare For Despair,Justin
0.371,0.984,-2.629,0.2,6.65e-05,4.48e-06,0.162,0.363,194.001,2HY1NsQG5J3TJJDgO22IlV,spotify:track:2HY1NsQG5J3TJJDgO22IlV,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",Landmine,Polaris,The Death of Me,Justin
0.451,0.981,-4.208,0.0857,0.000294,0.0308,0.318,0.325,116.231,3yk51U329nwdpeIHV0O5ez,spotify:track:3yk51U329nwdpeIHV0O5ez,['canadian metalcore'],Yellowjacket (feat. Sam Carter),Spiritbox,Eternal Blue,Justin
0.436,0.945,-5.485,0.134,0.000838,0.188,0.267,0.219,150.003,4x8YfbxUxtveffaFqM85XW,spotify:track:4x8YfbxUxtveffaFqM85XW,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Varsity Hearts,Thornhill,Heroine,Justin
0.467,0.935,-3.103,0.125,0.000231,0.0,0.405,0.294,105.101,5viZ8CLipufc1Q1NXpMRNN,spotify:track:5viZ8CLipufc1Q1NXpMRNN,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw),Bring Me The Horizon,AmEN! (feat. Lil Uzi Vert and Daryl Palumbo of Glassjaw),Justin
0.478,0.98,-2.796,0.0629,0.00786,0.0,0.108,0.261,90.035,0lTWjclO8uUXE2FQQOLavS,spotify:track:0lTWjclO8uUXE2FQQOLavS,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",Dissipate,Polaris,Fatalism,Justin
0.161,0.938,-3.466,0.0831,7.8e-06,0.00527,0.331,0.217,96.342,2CgQ5eYlfzPzuh1OKWaJuB,spotify:track:2CgQ5eYlfzPzuh1OKWaJuB,"['deathcore', 'melodic metalcore', 'slamming deathcore', 'slovenian metal']",Toxic,Within Destruction,Lotus,Justin
0.459,0.941,-7.822,0.118,0.000407,0.376,0.738,0.31,130.015,1auQBy6LVox5aWUcfpovu4,spotify:track:1auQBy6LVox5aWUcfpovu4,"['australian metalcore', 'australian post-hardcore', 'metalcore']",The Haze,Thornhill,The Dark Pool,Justin
0.703,0.861,-3.187,0.0756,0.119,0.0,0.338,0.682,93.029,5rt1XJbhuC5NRqmdKMDscI,spotify:track:5rt1XJbhuC5NRqmdKMDscI,"['neon pop punk', 'pixie', 'pop punk', 'pov: indie', 'texas pop punk']",BRAINWASHED,Waterparks,INTELLECTUAL PROPERTY,Justin
0.431,0.914,-4.243,0.0616,0.000243,0.0096,0.502,0.534,147.108,3Ddgh4ZwVIkLx0f4WeDFmo,spotify:track:3Ddgh4ZwVIkLx0f4WeDFmo,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",sugar honey ice & tea,Bring Me The Horizon,amo,Justin
0.265,0.571,-7.551,0.121,0.219,0.000371,0.354,0.147,174.721,6Ru0vp3QUcUQmJtUW9UGB0,spotify:track:6Ru0vp3QUcUQmJtUW9UGB0,['indie poptimism'],Closer 2,EDEN,ICYMI,Justin
0.411,0.968,-7.428,0.129,0.000127,0.485,0.0936,0.159,92.545,0KfMNawHvIWb4wJsQZkHne,spotify:track:0KfMNawHvIWb4wJsQZkHne,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Human,Thornhill,The Dark Pool,Justin
0.491,0.98,-2.68,0.0977,0.000294,6.55e-06,0.0818,0.379,95.992,4JpUHYV5xwiBHx9wnTSjh1,spotify:track:4JpUHYV5xwiBHx9wnTSjh1,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",Inhumane,Polaris,Fatalism,Justin
0.372,0.978,-4.833,0.157,0.000624,2.22e-05,0.134,0.214,76.359,1BqzzWlA868p8J5VIbp50A,spotify:track:1BqzzWlA868p8J5VIbp50A,"['melodic metalcore', 'metalcore', 'progressive deathcore']",Better Days,Currents,The Way It Ends,Justin
0.368,0.977,-3.39,0.135,4.62e-05,0.000829,0.41,0.167,107.773,2rFaJ6NRIRWn335tQr8lWD,spotify:track:2rFaJ6NRIRWn335tQr8lWD,['canadian metalcore'],Hurt You,Spiritbox,Eternal Blue,Justin
0.445,0.939,-3.922,0.0817,0.000124,0.0,0.323,0.555,169.892,6s8wk1dQBP4vIJqOC3CTcM,spotify:track:6s8wk1dQBP4vIJqOC3CTcM,['pop punk'],Recover,Point North,Prepare For Despair,Justin
0.421,0.819,-3.928,0.0403,0.0145,0.0,0.0911,0.17,92.602,7oGCVuPEyp6m6DhXkU5Pfs,spotify:track:7oGCVuPEyp6m6DhXkU5Pfs,['metalcore'],Without Me,Dayseeker,Dark Sun,Justin
0.473,0.9,-3.39,0.104,6.68e-05,0.000217,0.0615,0.468,151.988,1NDLQvcwBgWn4Il3ex0kkH,spotify:track:1NDLQvcwBgWn4Il3ex0kkH,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']",born again pessimist,Architects,the classic symptoms of a broken spirit,Justin
0.458,0.92,-5.03,0.0961,9.75e-06,0.568,0.16,0.275,100.044,4gYTRtoYacPdp0sxRm03sQ,spotify:track:4gYTRtoYacPdp0sxRm03sQ,"['melodic metalcore', 'metalcore', 'progressive deathcore']",Living In Tragedy,Currents,The Death We Seek,Justin
0.524,0.979,-2.882,0.136,0.000823,0.0,0.0247,0.399,147.998,1ENHaIKPdZ5ntDQWUix6Bw,spotify:track:1ENHaIKPdZ5ntDQWUix6Bw,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",Parasites,Polaris,Fatalism,Justin
0.303,0.995,-2.771,0.209,0.0003,0.00162,0.378,0.203,200.057,5LsE3fyGltz5HOl51c7asX,spotify:track:5LsE3fyGltz5HOl51c7asX,[],new low,thrown,new low,Justin
0.514,0.968,-3.737,0.19,0.000137,0.00026,0.128,0.262,117.878,3DW6GVr7RVyfvo4NBRvZIZ,spotify:track:3DW6GVr7RVyfvo4NBRvZIZ,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']","Dear Diary,",Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,Justin
0.489,0.868,-3.767,0.0556,0.0226,0.0,0.387,0.457,158.114,4e4htLKeAZFildRW8D2Itx,spotify:track:4e4htLKeAZFildRW8D2Itx,"['neon pop punk', 'pixie', 'pop punk', 'pov: indie', 'texas pop punk']",FUCK ABOUT IT (feat. blackbear),Waterparks,INTELLECTUAL PROPERTY,Justin
0.419,0.957,-3.413,0.136,0.000774,0.0,0.175,0.457,174.094,4TzGD5Pryq8DTjv5QRuJaW,spotify:track:4TzGD5Pryq8DTjv5QRuJaW,['american metalcore'],Nowhere To Go,Bad Omens,THE DEATH OF PEACE OF MIND,Justin
0.29,0.981,-2.122,0.14,6.21e-05,0.00155,0.306,0.335,145.461,69ohjiZNbPd0SjJFV0FwgU,spotify:track:69ohjiZNbPd0SjJFV0FwgU,[],fast forward,thrown,fast forward,Justin
0.361,0.338,-9.878,0.0816,0.444,2.59e-05,0.362,0.108,152.434,4GISsjjHTA2UyM9DY4DNgY,spotify:track:4GISsjjHTA2UyM9DY4DNgY,"['alt z', 'electropop', 'pop']",internet crush,Jeremy Zucker,internet crush,Justin
0.502,0.969,-2.678,0.0669,7.12e-06,0.0853,0.363,0.439,99.971,4xzOEZ3SNk4M3Ptzm3bkY9,spotify:track:4xzOEZ3SNk4M3Ptzm3bkY9,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",Vagabond,Polaris,The Death of Me,Justin
0.513,0.973,-4.115,0.0849,4.58e-05,0.00326,0.224,0.159,121.018,3VGheGbJrEnGvwteXNBDNt,spotify:track:3VGheGbJrEnGvwteXNBDNt,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']",Hereafter,Architects,Holy Hell,Justin
0.467,0.915,-3.892,0.0684,0.000853,6.82e-05,0.125,0.51,95.043,5oZy9b1lMtREB3cqOPQusD,spotify:track:5oZy9b1lMtREB3cqOPQusD,['american metalcore'],The Grey,Bad Omens,THE DEATH OF PEACE OF MIND,Justin
0.304,0.987,-2.578,0.193,6.13e-05,0.000162,0.371,0.153,149.992,2ClgEn1FZxchrqRZ04JZzj,spotify:track:2ClgEn1FZxchrqRZ04JZzj,"['alternative metal', 'metalcore']",Slaughterhouse (feat. Bryan Garris),Motionless In White,Scoring The End Of The World,Justin
0.335,0.965,-5.013,0.233,3.56e-05,0.0022,0.459,0.173,170.061,6NCUsc3nuKxBTyH4E4Pu5c,spotify:track:6NCUsc3nuKxBTyH4E4Pu5c,"['nu-metalcore', 'progressive metalcore', 'uk metalcore']",White Hot,Loathe,White Hot / Saint Cecilia,Justin
0.267,0.986,-4.554,0.2,8.65e-05,6.57e-05,0.249,0.0709,119.256,0LnNkDzIGaYKCvGbe5N9Wo,spotify:track:0LnNkDzIGaYKCvGbe5N9Wo,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']",Nihilist,Architects,All Our Gods Have Abandoned Us,Justin
0.309,0.934,-3.915,0.106,9.06e-06,0.529,0.22,0.258,153.142,5vPGkNZynqNRfLtgYDw8fG,spotify:track:5vPGkNZynqNRfLtgYDw8fG,"['melodic metalcore', 'metalcore', 'progressive deathcore']",Over And Over,Currents,The Death We Seek,Justin
0.356,0.995,-3.366,0.172,3.26e-06,0.000196,0.403,0.167,183.985,63GJDO5mxiFP1ZQEpdUWRd,spotify:track:63GJDO5mxiFP1ZQEpdUWRd,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",The Remedy,Polaris,The Mortal Coil,Justin
0.749,0.424,-7.782,0.0591,0.264,4.81e-06,0.211,0.542,94.998,72iHF8yVgrCWEB76Lwxy7T,spotify:track:72iHF8yVgrCWEB76Lwxy7T,"['alt z', 'electropop', 'pop']",cindy,Jeremy Zucker,is nothing sacred?,Justin
0.418,0.894,-5.482,0.0916,0.0135,7.06e-06,0.599,0.368,166.001,6X6CgMY4S6AkTBJTY0pwTS,spotify:track:6X6CgMY4S6AkTBJTY0pwTS,"['neon pop punk', 'pixie', 'pop punk', 'pov: indie', 'texas pop punk']",A NIGHT OUT ON EARTH,Waterparks,INTELLECTUAL PROPERTY,Justin
0.486,0.934,-6.064,0.0703,0.00171,0.0037,0.108,0.125,139.934,1zNBVe8QG37iPLLQHlUS2u,spotify:track:1zNBVe8QG37iPLLQHlUS2u,"['melodic metalcore', 'metalcore', 'progressive deathcore']",Kill the Ache,Currents,The Way It Ends,Justin
0.425,0.98,-2.219,0.189,0.000104,1.46e-06,0.346,0.279,152.0,7hntkdvG3jWdFKm7pGCCzd,spotify:track:7hntkdvG3jWdFKm7pGCCzd,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",The House of Wolves,Bring Me The Horizon,Sempiternal (Expanded Edition),Justin
0.533,0.98,-3.723,0.125,1.2e-05,0.0188,0.378,0.283,120.006,7eUtMHOwrNdq4qf6qZKEa0,spotify:track:7eUtMHOwrNdq4qf6qZKEa0,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Casanova,Thornhill,Heroine,Justin
0.54,0.856,-5.181,0.0568,0.000189,7.67e-05,0.0772,0.672,131.951,16HsEMkim07LboMyhR81eu,spotify:track:16HsEMkim07LboMyhR81eu,"['indie rock italiano', 'italian pop']",READ YOUR DIARY,Måneskin,RUSH!,Justin
0.485,0.987,-3.801,0.1,0.000619,0.00122,0.123,0.283,138.012,09egp10m2GLUAgNoutZQ7A,spotify:track:09egp10m2GLUAgNoutZQ7A,['canadian metalcore'],Silk In The Strings,Spiritbox,Eternal Blue,Justin
